old_id	new_id	action	char	cov
vol01:78:2:6	vol01:78:2:7	rekey	飾	0.9995
vol01:78:2:7	vol01:78:2:8	rekey	乎	0.9996
vol01:78:2:8	vol01:78:2:9	rekey	嘉	0.9994
vol01:78:3:9	vol01:78:3:10	rekey	乎	0.9997
vol01:78:3:10	vol01:78:3:11	rekey	卮	0.9994
vol01:78:3:11	vol01:78:3:12	rekey	言	0.9993
vol01:78:3:12	vol01:78:3:13	rekey	南	0.9994
vol01:78:3:13	vol01:78:3:14	rekey	宋	0.9997
vol01:78:3:14	vol01:78:3:15	rekey	枝	0.9995
vol01:78:3:15	vol01:78:3:16	rekey	談	0.9995
vol01:78:3:16	vol01:78:3:17	rekey	按	0.9993
vol01:78:3:17	vol01:78:3:18	rekey	鞠	0.999
vol01:78:3:18	vol01:78:3:19	rekey	深	0.9995
vol01:78:3:19	vol01:78:3:20	rekey	嫌	0.9996
vol01:78:3:20	vol01:78:3:21	rekey	其	0.9995
vol01:78:3:2	vol01:78:3:3	rekey	唐	0.9995
vol01:78:3:3	vol01:78:3:4	rekey	小	0.9998
vol01:78:3:4	vol01:78:3:5	rekey	史	0.9997
vol01:78:3:5	vol01:78:3:6	rekey	入	0.9996
vol01:78:3:7	vol01:78:3:8	rekey	寧	0.9994
vol01:78:3:8	vol01:78:3:9	rekey	取	0.9994
vol01:78:4:9	vol01:78:4:10	rekey	舊	0.9997
vol01:78:4:10	vol01:78:4:11	rekey	製	0.9995
vol01:78:4:11	vol01:78:4:12	rekey	更	0.9993
vol01:78:4:12	vol01:78:4:13	rekey	證	0.9995
vol01:78:4:13	vol01:78:4:14	rekey	以	0.9998
vol01:78:4:14	vol01:78:4:15	rekey	草	0.9996
vol01:78:4:15	vol01:78:4:16	rekey	木	0.9998
vol01:78:4:16	vol01:78:4:17	rekey	之	0.9998
vol01:78:4:17	vol01:78:4:18	rekey	名	0.9996
vol01:78:4:18	vol01:78:4:19	rekey	二	0.9995
vol01:78:4:19	vol01:78:4:20	rekey	百	0.9993
vol01:78:4:20	vol01:78:4:21	rekey	年	0.9995
vol01:78:4:2	vol01:78:4:3	rekey	曲	0.9997
vol01:78:4:3	vol01:78:4:4	rekey	筆	0.9997
vol01:78:4:4	vol01:78:4:5	rekey	十	0.9999
vol01:78:4:5	vol01:78:4:6	rekey	七	0.9998
vol01:78:4:6	vol01:78:4:7	rekey	卷	0.9995
vol01:78:4:8	vol01:78:4:9	rekey	人	0.9997
vol01:78:5:9	vol01:78:5:10	rekey	烟	0.9995
vol01:78:5:10	vol01:78:5:11	rekey	霞	0.9993
vol01:78:5:11	vol01:78:5:12	rekey	之	0.9996
vol01:78:5:12	vol01:78:5:13	rekey	氣	0.9995
vol01:78:5:13	vol01:78:5:14	rekey	兼	0.9989
vol01:78:5:14	vol01:78:5:15	rekey	推	0.9997
vol01:78:5:15	vol01:78:5:16	rekey	韓	0.9996
vol01:78:5:16	vol01:78:5:17	rekey	杜	0.9997
vol01:78:5:17	vol01:78:5:18	rekey	續	0.999
vol01:78:5:18	vol01:78:5:19	rekey	來	0.9992
vol01:78:5:19	vol01:78:5:20	rekey	鳳	0.9991
vol01:78:5:2	vol01:78:5:3	rekey	吏	0.9996
vol01:78:5:3	vol01:78:5:4	rekey	部	0.9996
vol01:78:5:4	vol01:78:5:5	rekey	清	0.9994
vol01:78:5:5	vol01:78:5:6	rekey	吟	0.9993
vol01:78:5:6	vol01:78:5:7	rekey	特	0.9996
vol01:78:5:7	vol01:78:5:8	rekey	賞	0.9991
vol01:78:5:8	vol01:78:5:9	rekey	其	0.9971
vol01:78:6:9	vol01:78:6:10	rekey	以	0.9998
vol01:78:6:10	vol01:78:6:11	rekey	棠	0.9997
vol01:78:6:11	vol01:78:6:12	rekey	華	0.9993
vol01:78:6:12	vol01:78:6:13	rekey	之	0.9997
vol01:78:6:13	vol01:78:6:14	rekey	句	0.9997
vol01:78:6:14	vol01:78:6:15	rekey	文	0.9993
vol01:78:6:15	vol01:78:6:16	rekey	恭	0.9995
vol01:78:6:16	vol01:78:6:17	rekey	著	0.9994
vol01:78:6:17	vol01:78:6:18	rekey	作	0.9996
vol01:78:6:18	vol01:78:6:19	rekey	先	0.9997
vol01:78:6:19	vol01:78:6:20	rekey	歐	0.9994
vol01:78:6:20	vol01:78:6:21	rekey	尹	0.9995
vol01:78:6:2	vol01:78:6:3	rekey	之	0.9998
vol01:78:6:3	vol01:78:6:4	rekey	膠	0.9991
vol01:78:6:4	vol01:78:6:5	rekey	並	0.9989
vol01:78:6:5	vol01:78:6:6	rekey	採	0.9994
vol01:78:6:6	vol01:78:6:7	rekey	郊	0.9996
vol01:78:7:9	vol01:78:7:10	rekey	抗	0.9996
vol01:78:7:10	vol01:78:7:11	rekey	蘇	0.9996
vol01:78:7:11	vol01:78:7:12	rekey	程	0.9994
vol01:78:7:12	vol01:78:7:13	rekey	而	0.9994
vol01:78:7:13	vol01:78:7:14	rekey	角	0.9997
vol01:78:7:14	vol01:78:7:15	rekey	立	0.9998
vol01:78:7:15	vol01:78:7:16	rekey	勤	0.9994
vol01:78:7:16	vol01:78:7:17	rekey	王	0.9994
vol01:78:7:17	vol01:78:7:18	rekey	留	0.9995
vol01:78:7:18	vol01:78:7:19	rekey	守	0.9993
vol01:78:7:19	vol01:78:7:20	rekey	呼	0.9995
vol01:78:7:20	vol01:78:7:21	rekey	北	0.9996
vol01:78:7:2	vol01:78:7:3	rekey	而	0.9997
vol01:78:7:3	vol01:78:7:4	rekey	孤	0.9994
vol01:78:7:4	vol01:78:7:5	rekey	行	0.9995
vol01:78:7:5	vol01:78:7:6	rekey	忠	0.9995
vol01:78:7:6	vol01:78:7:7	rekey	肅	0.9996
vol01:78:7:7	vol01:78:7:8	rekey	風	0.9993
vol01:78:7:8	vol01:78:7:9	rekey	裁	0.9996
vol01:78:8:9	vol01:78:8:10	rekey	郎	0.9995
vol01:78:8:10	vol01:78:8:11	rekey	壯	0.9996
vol01:78:8:11	vol01:78:8:12	rekey	南	0.9995
vol01:78:8:12	vol01:78:8:13	rekey	朝	0.9994
vol01:78:8:13	vol01:78:8:14	rekey	者	0.9996
vol01:78:8:14	vol01:78:8:15	rekey	惟	0.9995
vol01:78:8:15	vol01:78:8:16	rekey	一	1.0
vol01:78:8:16	vol01:78:8:17	rekey	學	0.9996
vol01:78:8:17	vol01:78:8:18	rekey	如	0.9996
vol01:78:8:18	vol01:78:8:19	rekey	和	0.9996
vol01:78:8:19	vol01:78:8:20	rekey	叔	0.9997
vol01:78:8:20	vol01:78:8:21	rekey	原	0.9995
vol01:78:8:2	vol01:78:8:3	rekey	渡	0.9996
vol01:78:8:3	vol01:78:8:4	rekey	者	0.9996
vol01:78:8:4	vol01:78:8:5	rekey	凡	0.9996
vol01:78:8:5	vol01:78:8:6	rekey	三	0.9995
vol01:78:8:6	vol01:78:8:7	rekey	殉	0.9994
vol01:78:8:7	vol01:78:8:8	rekey	節	0.9996
vol01:78:8:8	vol01:78:8:9	rekey	侍	0.9995
vol01:78:9:9	vol01:78:9:10	rekey	儀	0.9997
vol01:78:9:10	vol01:78:9:11	rekey	卿	0.9994
vol01:78:9:11	vol01:78:9:12	rekey	乃	0.9996
vol01:78:9:12	vol01:78:9:13	rekey	轉	0.9992
vol01:78:9:13	vol01:78:9:14	rekey	嫌	0.9964
vol01:78:9:14	vol01:78:9:15	rekey	其	0.9988
vol01:78:9:15	vol01:78:9:16	rekey	入	0.9996
vol01:78:9:16	vol01:78:9:17	rekey	墨	0.9994
vol01:78:9:17	vol01:78:9:18	rekey	讀	0.9996
vol01:78:9:18	vol01:78:9:19	rekey	書	0.9993
vol01:78:9:19	vol01:78:9:20	rekey	秘	0.9995
vol01:78:9:20	vol01:78:9:21	rekey	閣	0.9992
vol01:78:9:2	vol01:78:9:3	rekey	不	0.9998
vol01:78:9:3	vol01:78:9:4	rekey	限	0.9997
vol01:78:9:4	vol01:78:9:5	rekey	以	0.9997
vol01:78:9:5	vol01:78:9:6	rekey	宗	0.9995
vol01:78:9:6	vol01:78:9:7	rekey	朱	0.9996
vol01:78:9:7	vol01:78:9:8	rekey	詩	0.9995
vol01:78:9:8	vol01:78:9:9	rekey	到	0.9995
vol01:79:1:11	vol01:79:1:12	rekey	金	0.9994
vol01:79:1:12	vol01:79:1:13	rekey	淵	0.9996
vol01:79:1:17	vol01:79:1:18	rekey	吟	0.9995
vol01:79:1:18	vol01:79:1:19	rekey	之	0.9997
vol01:79:1:2	vol01:79:1:3	rekey	明	0.9996
vol01:79:1:3	vol01:79:1:4	rekey	詹	0.9997
vol01:79:1:4	vol01:79:1:5	rekey	初	0.9993
vol01:79:1:6	vol01:79:1:7	rekey	古	0.9995
vol01:79:1:7	vol01:79:1:8	rekey	之	0.9996
vol01:79:1:8	vol01:79:1:9	rekey	非	0.9996
vol01:79:2:11	vol01:79:2:12	rekey	則	0.9997
vol01:79:2:14	vol01:79:2:15	rekey	劉	0.9995
vol01:79:2:15	vol01:79:2:16	rekey	宗	0.9995
vol01:79:2:16	vol01:79:2:17	rekey	周	0.9994
vol01:79:2:18	vol01:79:2:19	rekey	其	0.9984
vol01:79:2:19	vol01:79:2:20	rekey	完	0.9998
vol01:79:2:20	vol01:79:2:21	rekey	忠	0.9997
vol01:79:2:4	vol01:79:2:5	rekey	取	0.9997
vol01:79:2:5	vol01:79:2:6	rekey	其	0.9995
vol01:79:2:7	vol01:79:2:8	rekey	統	0.9989
vol01:79:3:5	vol01:79:3:6	rekey	爲	0.9996
vol01:79:3:6	vol01:79:3:7	rekey	可	0.9995
vol01:79:3:8	vol01:79:3:9	rekey	凡	0.9996
vol01:79:4:0	vol01:79:4:1	rekey	獨	0.9995
vol01:79:5:9	vol01:79:5:10	rekey	義	0.9994
vol01:79:5:14	vol01:79:5:15	rekey	建	0.9998
vol01:79:5:15	vol01:79:5:16	rekey	極	0.9996
vol01:79:5:16	vol01:79:5:17	rekey	道	0.9994
vol01:79:5:17	vol01:79:5:18	rekey	出	0.9999
vol01:79:5:18	vol01:79:5:19	rekey	於	0.9995
vol01:79:5:1	vol01:79:5:2	rekey	裁	0.9994
vol01:79:5:3	vol01:79:5:4	rekey	此	0.9999
vol01:79:5:4	vol01:79:5:5	rekey	同	0.9997
vol01:79:5:6	vol01:79:5:7	rekey	實	0.9995
vol01:79:5:8	vol01:79:5:9	rekey	公	0.9998
vol01:79:6:0	vol01:79:6:1	rekey	天	0.9997
vol01:79:6:2	vol01:79:6:3	rekey	百	0.9995
vol01:79:6:3	vol01:79:6:4	rekey	氏	0.9997
vol01:79:6:4	vol01:79:6:5	rekey	以	0.9997
vol01:79:6:5	vol01:79:6:6	rekey	歸	0.9996
vol01:79:6:7	vol01:79:6:8	rekey	言	0.9994
vol01:79:7:0	vol01:79:7:1	rekey	聖	0.9992
vol01:79:7:10	vol01:79:7:11	rekey	秋	0.9991
vol01:79:7:11	vol01:79:7:12	rekey	刑	0.9992
vol01:79:7:14	vol01:79:7:15	rekey	方	0.9997
vol01:79:7:17	vol01:79:7:18	rekey	本	0.9996
vol01:79:7:18	vol01:79:7:19	rekey	乎	0.9996
vol01:79:7:1	vol01:79:7:2	rekey	權	0.9996
vol01:79:7:2	vol01:79:7:3	rekey	衡	0.9996
vol01:79:7:3	vol01:79:7:4	rekey	筆	0.9995
vol01:79:7:4	vol01:79:7:5	rekey	削	0.9994
vol01:79:7:5	vol01:79:7:6	rekey	事	0.9994
vol01:79:7:6	vol01:79:7:7	rekey	通	0.9995
vol01:79:8:0	vol01:79:8:1	rekey	乾	0.9994
vol01:79:8:9	vol01:79:8:10	rekey	耀	0.9994
vol01:79:8:16	vol01:79:8:17	rekey	先	0.9995
vol01:79:8:1	vol01:79:8:2	rekey	規	0.9995
vol01:79:8:5	vol01:79:8:6	rekey	以	0.9996
vol01:79:8:6	vol01:79:8:7	rekey	儀	0.9993
vol01:79:9:9	vol01:79:9:10	rekey	館	0.9993
vol01:79:9:10	vol01:79:9:11	rekey	以	0.9996
vol01:79:9:12	vol01:79:9:13	rekey	登	0.9997
vol01:79:9:15	vol01:79:9:16	rekey	嚴	0.9992
vol01:79:9:17	vol01:79:9:18	rekey	焚	0.9997
vol01:79:9:18	vol01:79:9:19	rekey	蘭	0.9996
vol01:79:9:20	vol01:79:9:21	rekey	以	0.9997
vol01:79:9:2	vol01:79:9:3	rekey	集	0.9995
vol01:79:9:5	vol01:79:9:6	rekey	方	0.9993
vol01:7:1:9	vol01:7:1:10	rekey	月	0.9994
vol01:7:1:10	vol01:7:1:11	rekey	初	0.9995
vol01:7:1:11	vol01:7:1:12	rekey	六	0.9995
vol01:7:1:12	vol01:7:1:13	rekey	日	0.9998
vol01:7:1:13	vol01:7:1:14	rekey	奉	0.9996
vol01:7:1:2	vol01:7:1:3	rekey	乾	0.9994
vol01:7:1:3	vol01:7:1:4	rekey	隆	0.9994
vol01:7:1:4	vol01:7:1:5	rekey	三	0.9991
vol01:7:1:5	vol01:7:1:6	rekey	十	0.9996
vol01:7:1:6	vol01:7:1:7	rekey	八	0.9995
vol01:7:1:7	vol01:7:1:8	rekey	年	0.9995
vol01:7:1:8	vol01:7:1:9	rekey	二	0.9996
vol01:7:2:9	vol01:7:2:10	rekey	條	0.9995
vol01:7:2:10	vol01:7:2:11	rekey	奏	0.9996
vol01:7:2:11	vol01:7:2:12	rekey	内	0.9995
vol01:7:2:12	vol01:7:2:13	rekey	將	0.9996
vol01:7:2:13	vol01:7:2:14	rekey	永	0.9996
vol01:7:2:14	vol01:7:2:15	rekey	樂	0.9993
vol01:7:2:16	vol01:7:2:17	rekey	典	0.9995
vol01:7:2:17	vol01:7:2:18	rekey	擇	0.9994
vol01:7:2:18	vol01:7:2:19	rekey	取	0.9996
vol01:7:2:1	vol01:7:2:2	rekey	軍	0.9997
vol01:7:2:2	vol01:7:2:3	rekey	機	0.9992
vol01:7:2:3	vol01:7:2:4	rekey	大	0.9993
vol01:7:2:4	vol01:7:2:5	rekey	臣	0.9995
vol01:7:2:5	vol01:7:2:6	rekey	議	0.999
vol01:7:2:6	vol01:7:2:7	rekey	覆	0.9996
vol01:7:2:7	vol01:7:2:8	rekey	朱	0.9994
vol01:7:2:8	vol01:7:2:9	rekey	筠	0.9995
vol01:7:3:9	vol01:7:3:10	rekey	分	0.9992
vol01:7:3:10	vol01:7:3:11	rekey	派	0.9995
vol01:7:3:11	vol01:7:3:12	rekey	各	0.9991
vol01:7:3:12	vol01:7:3:13	rekey	館	0.997
vol01:7:3:13	vol01:7:3:14	rekey	修	0.9981
vol01:7:3:15	vol01:7:3:16	rekey	翰	0.9995
vol01:7:3:16	vol01:7:3:17	rekey	林	0.9994
vol01:7:3:17	vol01:7:3:18	rekey	等	0.9993
vol01:7:3:18	vol01:7:3:19	rekey	官	0.9995
vol01:7:3:1	vol01:7:3:2	rekey	各	0.9993
vol01:7:3:2	vol01:7:3:3	rekey	自	0.9996
vol01:7:3:3	vol01:7:3:4	rekey	爲	0.9993
vol01:7:3:4	vol01:7:3:5	rekey	書	0.9993
vol01:7:3:5	vol01:7:3:6	rekey	一	0.9995
vol01:7:3:6	vol01:7:3:7	rekey	節	0.9994
vol01:7:3:7	vol01:7:3:8	rekey	議	0.9989
vol01:7:3:8	vol01:7:3:9	rekey	請	0.9991
vol01:7:4:9	vol01:7:4:10	rekey	致	0.9994
vol01:7:4:10	vol01:7:4:11	rekey	歲	0.9993
vol01:7:4:11	vol01:7:4:12	rekey	月	0.9994
vol01:7:4:12	vol01:7:4:13	rekey	久	0.9997
vol01:7:4:13	vol01:7:4:14	rekey	稽	0.9995
vol01:7:4:14	vol01:7:4:15	rekey	汗	0.9992
vol01:7:4:15	vol01:7:4:16	rekey	青	0.9993
vol01:7:4:16	vol01:7:4:17	rekey	無	0.9993
vol01:7:4:17	vol01:7:4:18	rekey	日	0.9998
vol01:7:4:18	vol01:7:4:19	rekey	葢	0.9993
vol01:7:4:1	vol01:7:4:2	rekey	檢	0.9996
vol01:7:4:2	vol01:7:4:3	rekey	查	0.9996
vol01:7:4:3	vol01:7:4:4	rekey	恐	0.9994
vol01:7:4:4	vol01:7:4:5	rekey	責	0.9994
vol01:7:4:5	vol01:7:4:6	rekey	成	0.9995
vol01:7:4:6	vol01:7:4:7	rekey	不	0.9996
vol01:7:4:7	vol01:7:4:8	rekey	專	0.9991
vol01:7:4:8	vol01:7:4:9	rekey	徒	0.9993
vol01:7:5:9	vol01:7:5:10	rekey	又	0.9995
vol01:7:5:10	vol01:7:5:11	rekey	原	0.9996
vol01:7:5:12	vol01:7:5:13	rekey	體	0.9992
vol01:7:5:13	vol01:7:5:14	rekey	例	0.9994
vol01:7:5:14	vol01:7:5:15	rekey	係	0.9994
vol01:7:5:15	vol01:7:5:16	rekey	分	0.9994
vol01:7:5:16	vol01:7:5:17	rekey	韻	0.9994
vol01:7:5:17	vol01:7:5:18	rekey	類	0.9994
vol01:7:5:18	vol01:7:5:19	rekey	次	0.9997
vol01:7:5:1	vol01:7:5:2	rekey	移	0.9996
vol01:7:5:2	vol01:7:5:3	rekey	貯	0.9995
vol01:7:5:3	vol01:7:5:4	rekey	年	0.9995
vol01:7:5:4	vol01:7:5:5	rekey	久	0.9996
vol01:7:5:5	vol01:7:5:6	rekey	既	0.9994
vol01:7:5:6	vol01:7:5:7	rekey	多	0.9997
vol01:7:5:7	vol01:7:5:8	rekey	殘	0.9994
vol01:7:5:8	vol01:7:5:9	rekey	缺	0.9993
vol01:7:6:11	vol01:7:6:12	rekey	特	0.9994
vol01:7:6:18	vol01:7:6:19	rekey	博	0.9991
vol01:7:6:1	vol01:7:6:2	rekey	割	0.9995
vol01:7:6:2	vol01:7:6:3	rekey	裂	0.9995
vol01:7:6:8	vol01:7:6:9	rekey	期	0.9994
vol01:7:7:9	vol01:7:7:10	rekey	恒	0.9994
vol01:7:7:10	vol01:7:7:11	rekey	見	0.9995
vol01:7:7:11	vol01:7:7:12	rekey	今	0.9997
vol01:7:7:12	vol01:7:7:13	rekey	就	0.9995
vol01:7:7:13	vol01:7:7:14	rekey	各	0.9995
vol01:7:7:14	vol01:7:7:15	rekey	門	0.9995
vol01:7:7:15	vol01:7:7:16	rekey	彚	0.9994
vol01:7:7:16	vol01:7:7:17	rekey	訂	0.9993
vol01:7:7:17	vol01:7:7:18	rekey	可	0.9991
vol01:7:7:18	vol01:7:7:19	rekey	以	0.9997
vol01:7:7:1	vol01:7:7:2	rekey	或	0.9996
vol01:7:7:2	vol01:7:7:3	rekey	有	0.9997
vol01:7:7:3	vol01:7:7:4	rekey	古	0.9996
vol01:7:7:4	vol01:7:7:5	rekey	書	0.9994
vol01:7:7:5	vol01:7:7:6	rekey	善	0.9994
vol01:7:7:6	vol01:7:7:7	rekey	本	0.9995
vol01:7:7:7	vol01:7:7:8	rekey	世	0.9996
vol01:7:7:8	vol01:7:7:9	rekey	不	0.9995
vol01:7:8:9	vol01:7:8:10	rekey	石	0.9996
vol01:7:8:11	vol01:7:8:12	rekey	之	0.9997
vol01:7:8:12	vol01:7:8:13	rekey	藏	0.9993
vol01:7:8:13	vol01:7:8:14	rekey	著	0.9996
vol01:7:8:14	vol01:7:8:15	rekey	卽	0.9994
vol01:7:8:15	vol01:7:8:16	rekey	派	0.9996
vol01:7:8:16	vol01:7:8:17	rekey	軍	0.9995
vol01:7:8:17	vol01:7:8:18	rekey	機	0.9993
vol01:7:8:18	vol01:7:8:19	rekey	大	0.9996
vol01:7:8:1	vol01:7:8:2	rekey	成	0.9997
vol01:7:8:2	vol01:7:8:3	rekey	部	0.9996
vol01:7:8:3	vol01:7:8:4	rekey	者	0.9993
vol01:7:8:4	vol01:7:8:5	rekey	亦	0.9995
vol01:7:8:5	vol01:7:8:6	rekey	足	0.9995
vol01:7:8:6	vol01:7:8:7	rekey	廣	0.9995
vol01:7:8:7	vol01:7:8:8	rekey	名	0.9995
vol01:7:8:8	vol01:7:8:9	rekey	山	0.9993
vol01:7:9:9	vol01:7:9:10	rekey	官	0.9994
vol01:7:9:10	vol01:7:9:11	rekey	内	0.9997
vol01:7:9:11	vol01:7:9:12	rekey	選	0.9993
vol01:7:9:12	vol01:7:9:13	rekey	定	0.9994
vol01:7:9:13	vol01:7:9:14	rekey	員	0.9994
vol01:7:9:14	vol01:7:9:15	rekey	數	0.9993
vol01:7:9:15	vol01:7:9:16	rekey	責	0.9994
vol01:7:9:16	vol01:7:9:17	rekey	令	0.9994
vol01:7:9:17	vol01:7:9:18	rekey	及	0.9993
vol01:7:9:18	vol01:7:9:19	rekey	時	0.9995
vol01:7:9:1	vol01:7:9:2	rekey	總	0.999
vol01:7:9:2	vol01:7:9:3	rekey	裁	0.9995
vol01:7:9:3	vol01:7:9:4	rekey	官	0.9996
vol01:7:9:4	vol01:7:9:5	rekey	仍	0.9996
vol01:7:9:5	vol01:7:9:6	rekey	於	0.9992
vol01:7:9:6	vol01:7:9:7	rekey	翰	0.9995
vol01:7:9:7	vol01:7:9:8	rekey	林	0.9995
vol01:7:9:8	vol01:7:9:9	rekey	等	0.9991
vol01:80:1:9	vol01:80:1:10	rekey	止	0.9996
vol01:80:1:10	vol01:80:1:11	rekey	於	0.9996
vol01:80:1:11	vol01:80:1:12	rekey	萬	0.9995
vol01:80:1:12	vol01:80:1:13	rekey	七	0.9996
vol01:80:1:13	vol01:80:1:14	rekey	千	0.9998
vol01:80:1:14	vol01:80:1:15	rekey	篇	0.9996
vol01:80:1:15	vol01:80:1:16	rekey	按	0.9996
vol01:80:1:16	vol01:80:1:17	rekey	月	0.9998
vol01:80:1:17	vol01:80:1:18	rekey	程	0.9996
vol01:80:1:18	vol01:80:1:19	rekey	功	0.9995
vol01:80:1:19	vol01:80:1:20	rekey	務	0.9996
vol01:80:1:20	vol01:80:1:21	rekey	得	0.9996
vol01:80:1:2	vol01:80:1:3	rekey	夜	0.9992
vol01:80:1:4	vol01:80:1:5	rekey	披	0.9997
vol01:80:1:5	vol01:80:1:6	rekey	文	0.9996
vol01:80:1:6	vol01:80:1:7	rekey	計	0.9994
vol01:80:1:7	vol01:80:1:8	rekey	數	0.9993
vol01:80:1:8	vol01:80:1:9	rekey	寧	0.9997
vol01:80:2:9	vol01:80:2:10	rekey	無	0.9991
vol01:80:2:10	vol01:80:2:11	rekey	迹	0.9996
vol01:80:2:11	vol01:80:2:12	rekey	先	0.9996
vol01:80:2:12	vol01:80:2:13	rekey	成	0.9998
vol01:80:2:13	vol01:80:2:14	rekey	綴	0.9997
vol01:80:2:14	vol01:80:2:15	rekey	白	0.9998
vol01:80:2:15	vol01:80:2:16	rekey	之	0.9999
vol01:80:2:16	vol01:80:2:17	rekey	裘	0.9997
vol01:80:2:17	vol01:80:2:18	rekey	傳	0.9997
vol01:80:2:18	vol01:80:2:19	rekey	寫	0.9996
vol01:80:2:19	vol01:80:2:20	rekey	相	0.9997
vol01:80:2:20	vol01:80:2:21	rekey	爭	0.9997
vol01:80:2:3	vol01:80:2:4	rekey	四	0.9997
vol01:80:2:4	vol01:80:2:5	rekey	十	0.9999
vol01:80:2:5	vol01:80:2:6	rekey	五	0.9996
vol01:80:2:6	vol01:80:2:7	rekey	日	0.9999
vol01:80:2:7	vol01:80:2:8	rekey	裁	0.9995
vol01:80:2:8	vol01:80:2:9	rekey	縫	0.9993
vol01:80:3:9	vol01:80:3:10	rekey	羅	0.9996
vol01:80:3:10	vol01:80:3:11	rekey	黃	0.9997
vol01:80:3:11	vol01:80:3:12	rekey	卷	0.9994
vol01:80:3:12	vol01:80:3:13	rekey	積	0.9996
vol01:80:3:13	vol01:80:3:14	rekey	盈	0.9995
vol01:80:3:14	vol01:80:3:15	rekey	有	0.9993
vol01:80:3:15	vol01:80:3:16	rekey	似	0.9998
vol01:80:3:16	vol01:80:3:17	rekey	於	0.9995
vol01:80:3:17	vol01:80:3:18	rekey	添	0.9996
vol01:80:3:18	vol01:80:3:19	rekey	籌	0.9996
vol01:80:3:19	vol01:80:3:20	rekey	几	0.9998
vol01:80:3:20	vol01:80:3:21	rekey	擁	0.9994
vol01:80:3:4	vol01:80:3:5	rekey	汗	0.9993
vol01:80:3:5	vol01:80:3:6	rekey	青	0.9995
vol01:80:3:6	vol01:80:3:7	rekey	之	0.9998
vol01:80:3:7	vol01:80:3:8	rekey	竹	0.9993
vol01:80:3:8	vol01:80:3:9	rekey	架	0.9996
vol01:80:4:9	vol01:80:4:10	rekey	掃	0.9996
vol01:80:4:10	vol01:80:4:11	rekey	葉	0.9997
vol01:80:4:11	vol01:80:4:12	rekey	畢	0.9998
vol01:80:4:12	vol01:80:4:13	rekey	昇	0.9996
vol01:80:4:13	vol01:80:4:14	rekey	活	0.9996
vol01:80:4:14	vol01:80:4:15	rekey	板	0.9995
vol01:80:4:15	vol01:80:4:16	rekey	漸	0.9994
vol01:80:4:16	vol01:80:4:17	rekey	看	0.9994
vol01:80:4:17	vol01:80:4:18	rekey	字	0.9997
vol01:80:4:18	vol01:80:4:19	rekey	是	1.0
vol01:80:4:19	vol01:80:4:20	rekey	排	0.9996
vol01:80:4:20	vol01:80:4:21	rekey	成	0.9996
vol01:80:4:2	vol01:80:4:3	rekey	烏	0.9998
vol01:80:4:3	vol01:80:4:4	rekey	皮	0.9997
vol01:80:4:4	vol01:80:4:5	rekey	刊	0.9998
vol01:80:4:5	vol01:80:4:6	rekey	謬	0.9995
vol01:80:4:6	vol01:80:4:7	rekey	時	0.9996
vol01:80:4:7	vol01:80:4:8	rekey	防	0.9995
vol01:80:4:8	vol01:80:4:9	rekey	其	0.9995
vol01:80:5:9	vol01:80:5:10	rekey	稱	0.9996
vol01:80:5:10	vol01:80:5:11	rekey	校	0.9996
vol01:80:5:11	vol01:80:5:12	rekey	上	0.9998
vol01:80:5:12	vol01:80:5:13	rekey	加	0.9996
vol01:80:5:13	vol01:80:5:14	rekey	以	0.9997
vol01:80:5:2	vol01:80:5:3	rekey	曾	0.9995
vol01:80:5:4	vol01:80:5:5	rekey	官	0.9992
vol01:80:5:5	vol01:80:5:6	rekey	書	0.9996
vol01:80:5:7	vol01:80:5:8	rekey	見	0.9995
vol01:80:5:8	vol01:80:5:9	rekey	序	0.9997
vol01:80:6:0	vol01:80:6:1	rekey	乾	0.9991
vol01:80:6:1	vol01:80:6:2	rekey	行	0.9992
vol01:80:6:2	vol01:80:6:3	rekey	至	0.9996
vol01:80:7:0	vol01:80:7:1	rekey	七	0.9999
vol01:80:7:1	vol01:80:7:2	rekey	旬	0.9997
vol01:80:7:2	vol01:80:7:3	rekey	之	0.9998
vol01:80:7:3	vol01:80:7:4	rekey	念	0.9996
vol01:80:7:4	vol01:80:7:5	rekey	典	0.9994
vol01:80:7:5	vol01:80:7:6	rekey	彌	0.9999
vol01:80:7:6	vol01:80:7:7	rekey	勤	0.9995
vol01:80:8:0	vol01:80:8:1	rekey	離	0.9994
vol01:80:8:9	vol01:80:8:10	rekey	恒	0.9994
vol01:80:8:11	vol01:80:8:12	rekey	梁	0.9996
vol01:80:8:14	vol01:80:8:15	rekey	士	0.9999
vol01:80:8:15	vol01:80:8:16	rekey	庚	0.9995
vol01:80:8:16	vol01:80:8:17	rekey	郵	0.9995
vol01:80:8:17	vol01:80:8:18	rekey	遞	0.9996
vol01:80:8:18	vol01:80:8:19	rekey	初	0.9994
vol01:80:8:1	vol01:80:8:2	rekey	照	0.9997
vol01:80:8:19	vol01:80:8:20	rekey	寫	0.9996
vol01:80:8:20	vol01:80:8:21	rekey	之	0.9997
vol01:80:8:4	vol01:80:8:5	rekey	一	1.0
vol01:80:8:5	vol01:80:8:6	rekey	字	0.9996
vol01:80:8:6	vol01:80:8:7	rekey	之	0.9996
vol01:80:8:7	vol01:80:8:8	rekey	褒	0.9995
